DATE DE CLASSEMENT;DATE DE PUBLICATION DE L'ÉTABLISSEMENT;TYPOLOGIE DE L'ÉTABLISSEMENT;CLASSEMENT;CATÉGORIE;MENTION;NOM COMMERCIAL;ADRESSE;CODE POSTAL;COMMUNE;TÉLÉPHONE;COURRIEL;SITE INTERNET;TYPE DE SÉJOUR;CAPACITÉ D'ACCUEIL (PERSONNES);NOMBRE DE CHAMBRES;NOMBRE D'EMPLACEMENTS;NOMBRE D'UNITÉS D'HABITATION;NOMBRE DE LOGEMENTS
23/10/2015;23/10/2015;HÔTEL;1 étoile;-;-;HÔTEL PREMIÈRE CLASSE;RUE DE L'ETANG DE LA LOY;77400;SAINT-THIBAULT-DES-VIGNES;160350129;stthibault@premiereclasse.fr;http://www.premiereclasse.com/fr;-;360;121;-;-;-
23/10/2015;23/10/2015;HÔTEL;3 étoiles;-;-;HÔTEL D'ALSACE;85 BOULEVARD DE STRASBOURG;75010;PARIS;140377541;hoteldalsace75@gmail.com;www.hotel-alsace-paris.com;-;73;34;-;-;-
23/10/2015;23/10/2015;HÔTEL;2 étoiles;-;-;HÔTEL B&B PARIS ITALIE PORTE DE CHOISY;3-15 rue Charles Leroy;94200;IVRY-SUR-SEINE;08 92 68 24 80;bb_4583@hotelbb.com;http://www.hotel-bb.com/fr/home.htm;-;387;182;-;-;-
22/10/2015;22/10/2015;HÔTEL;2 étoiles;-;-;HÔTEL DE LHORLOGE;25 PASSAGE DE MENILMONTANT;75011;PARIS;143574457;contact@hotelhorloge.fr;www.hotelhorloge.fr;-;81;47;-;-;-
22/10/2015;22/10/2015;HÔTEL;2 étoiles;-;-;HÔTEL BUDGET INN;14 rue Jean-François Millet, 29 Grande rue;77630;BARBIZON;164383412;barbizon.reception@budgetinn.fr;www.budgethotel.fr;-;28;14;-;-;-
21/10/2015;21/10/2015;HÔTEL;3 étoiles;-;-;HÔTEL EXQUIS;71 rue de Charonne ;75011;PARIS;156069513;contact@hotelexquisparis.com;www.hotelexquisparis.com;-;84;42;-;-;-
21/10/2015;21/10/2015;HÔTEL;3 étoiles;-;-;HÔTEL TIMHOTEL PARIS XVII;4 boulevard Berthier;75017;PARIS;146271000;resaind.berthier@timhotel.fr;http://www.timhotel.com;-;498;252;-;-;-
21/10/2015;21/10/2015;HÔTEL;4 étoiles;-;-;HÔTEL DE LILLE;40 rue de Lille;75007;PARIS;142612909;hotel-de-lille@wanadoo.fr;www.hoteldelille.com;-;35;15;-;-;-
19/10/2015;19/10/2015;HÔTEL;3 étoiles;-;-;NOMAD HÔTEL;34-36 RUE DE PARIS;77990;LE MESNIL-AMELOT;805321010;contact@nomad-hotels.com;www.nomad-hotels.com;-;397;205;-;-;-
19/10/2015;19/10/2015;HÔTEL;4 étoiles;-;-;HÔTEL ÉLYSÉES MERMOZ;30 rue Jean Mermoz;75008;PARIS;142257530;hotel@emhotel.com;http://www.emhotel.com;-;65;27;-;-;-
19/10/2015;19/10/2015;HÔTEL;4 étoiles;-;-;HÔTEL MERCURE PARIS OPÉRA GRANDS BOULEVARDS;42 rue des petites écuries;75010;PARIS;142469186;H9688@ACCOR.COM;WWW.ACCORHOTELS.COM;-;98;49;-;-;-
19/10/2015;19/10/2015;HÔTEL;4 étoiles;-;-;HÔTEL BEST WESTERN LE JARDIN DE CLUNY;9 RUE DU SOMMERARD;75005;PARIS;143542266;reservation@hoteljardindecluny.com;http://www.hoteljardindecluny.com;-;83;39;-;-;-
19/10/2015;19/10/2015;HÔTEL;4 étoiles;-;-;HÔTEL NOVOTEL PARIS GARE MONTPARNASSE;17 RUE DU COTENTIN;75015;PARIS;153912375;h5060-gm@accor.com;http://www.novotel.com/5060;-;398;199;-;-;-
14/10/2015;14/10/2015;RÉSIDENCE DE TOURISME;3 étoiles;-;-;RESIDHOME APPARTHOTEL NANTERRE LA DEFENSE;521 boulevard des Provinces Françaises;92000;NANTERRE;147258181;nanterre.ladefense@residhome.com;www.residhome.com;-;218;-;-;105;-
02/10/2015;02/10/2015;CAMPING;4 étoiles;Tourisme;-;CAMPING PARIS EST;131 boulevard des Alliés;94500;CHAMPIGNY-SUR-MARNE;143974397;campingparisest@gmail.com;http://www.campingchampigny.paris/;-;-;-;373;-;-
01/10/2015;01/10/2015;HÔTEL;3 étoiles;-;-;HÔTEL SAINT MARCEL;43 Boulevard Saint Marcel;75013;PARIS;01 47 07 43 17;reservation@hotel-saint-marcel-paris.com;http://www.hotel-saint-marcel-paris.com/fr/;-;40;24;-;-;-
01/10/2015;01/10/2015;HÔTEL;3 étoiles;-;-;CLER HÔTEL;24 bis rue Cler;75007;PARIS;145001806;contact@clerhotel.com;www.clerhotel.com;-;56;26;-;-;-
01/10/2015;01/10/2015;HÔTEL;4 étoiles;-;-;HÔTEL LA TAMISE;4 rue d'Alger;75001;PARIS;140411414;tamise@espritdefrance.com;http://www.tamisehotel.fr/;-;37;19;-;-;-
30/09/2015;30/09/2015;HÔTEL;3 étoiles;-;-;HÔTEL INTERNATIONAL;6 rue Auguste Barbier;75011;PARIS;953541719;contact@hotel-international-paris.fr;http://www.hotel-international-paris.com;-;76;36;-;-;-
25/09/2015;25/09/2015;HÔTEL;3 étoiles;-;-;HÔTEL IBIS MARNE-LA-VALLÉE;Cité DESCARTES, Boulevard NEWTON;77420;CHAMPS-SUR-MARNE;164680083;h1414-gm@accor.com;http://www.accorhotels.com/fr/hotel-1414-ibis-marne-la-vallee-champs/index.shtml;-;220;110;-;-;-
25/09/2015;25/09/2015;RÉSIDENCE DE TOURISME;1 étoile;-;-;RÉSIDENCE CAP WEST ORMOY;5 rue de la Belle étoile;91540;ORMOY;01.78.05.47.00;ormoy@capwestresidence.fr;http://www.capwestresidence.fr/residences/ormoy/;-;102;-;-;49;-
23/09/2015;23/09/2015;HÔTEL;3 étoiles;-;-;HÔTEL EKTA;52 RUE GALILÉE;75008;PARIS;153760905;reservation@hotelekta.com;www.hotelekta.com;-;46;25;-;-;-
23/09/2015;23/09/2015;HÔTEL;3 étoiles;-;-;HÔTEL DE L'ÎLE DE SAUSSAY;14 bis route de ballancourt;91760;ITTEVILLE;164932012;contact@hotel-iledusaussay.com;http://www.hotel-iledusaussay.com;-;50;21;-;-;-
23/09/2015;23/09/2015;HÔTEL;4 étoiles;-;-;HÔTEL HOR;160 rue La Fayette;75010;PARIS;140051805;hotelhor@hotel-hor.com;www.hotel-hor.com;-;94;47;-;-;-
23/09/2015;23/09/2015;HÔTEL;3 étoiles;-;-;HÔTEL IBIS ÉVRY;1 avenue du Lac PARC TERTIAIRE DU BOIS BRIARD;91080;COURCOURONNES;160777475;H0752-GM@accor.com;http://www.ibis.com/fr/hotel-0752-ibis-evry/index.shtml;-;164;90;-;-;-
23/09/2015;23/09/2015;HÔTEL;3 étoiles;-;-;HÔTEL IBIS STYLES PARIS VÉLIZY;39 avenue de l'europe;78140;VÉLIZY-VILLACOUBLAY;139460400;h9515-gm@accor.com;http://www.ibis.com/fr/hotel-9515-ibis-styles-paris-velizy/index.shtml;-;200;100;-;-;-
22/09/2015;22/09/2015;HÔTEL;3 étoiles;-;-;HÔTEL HAUSSMANN SAINT AUGUSTIN;20 Rue Roquépine;75008;PARIS;142681164;direction@hhsa.fr;www.hhsa.fr;-;58;34;-;-;-
22/09/2015;22/09/2015;HÔTEL;3 étoiles;-;-;HÔTEL MISTER BED CITY TORCY;2-4 rue Charlie Chaplin;77200;TORCY;160051050;direction@misterbed-torcy.com;http://www.misterbed-torcy.com;-;220;99;-;-;-
15/09/2015;15/09/2015;RÉSIDENCE DE TOURISME;3 étoiles;-;-;RÉSIDENCE ADAGIO ACCESS MASSY GARE TGV;2A Place de l'Union Européene;91300;MASSY;169188350;h8696@adagio-city.com;www.adagio-city.com;-;186;-;-;121;-
14/09/2015;14/09/2015;HÔTEL;5 étoiles;-;-;HÔTEL LE RELAIS CHRISTINE;3 RUE CHRISTINE;75006;PARIS;140516080;contact@relais-christine.com;http://www.relais-christine.com;-;98;49;-;-;-
14/09/2015;14/09/2015;HÔTEL;4 étoiles;-;-;HÔTEL REGENT S GARDEN;6 Rue Pierre Demours;75017;PARIS;145740730;contact@hotel-regents-paris.com;http://www.hotel-regents-paris.com;-;88;40;-;-;-
09/09/2015;09/09/2015;HÔTEL;4 étoiles;-;-;HÔTEL SUITE NOVOTEL PARIS VELIZY;1 Ter rue du Petit Clamart;78140;VÉLIZY-VILLACOUBLAY;140837515;H3327@accor.com;http://www.suitenovotel.com/;-;430;125;-;-;-
21/08/2015;21/08/2015;HÔTEL;4 étoiles;-;-;HÔTEL LES JARDINS DE LA VILLA;5 rue Belidor;75017;PARIS;153810110;direction@jardinsdelavilla.com;http://www.jardinsdelavilla.com;-;67;33;-;-;-
21/08/2015;21/08/2015;HÔTEL;2 étoiles;-;-;HÔTEL DU PARC;22 Rue du Général Roguet;92110;CLICHY;666666618;info@hotelamoun.com;www.hotelduparc92.fr;-;24;12;-;-;-
18/08/2015;18/08/2015;RÉSIDENCE DE TOURISME;4 étoiles;-;-;RÉSIDENCE ADAGIO LA DÉFENSE COURBEVOIE;2-4 PLACE DES PLEIADES;92400;COURBEVOIE;146408520;h9297@adagio-city.com;http://www.adagio-city.com/fr/hotel-9297-aparthotel-adagio-la-defense-courbevoie/index.shtml;-;234;-;-;99;-
14/08/2015;14/08/2015;HÔTEL;1 étoile;-;-;HÔTEL RÉSIDENCE DES DEUX SQUARES ;9 rue Lacaille;75017;PARIS;967040783;hotelresidence75017@gmail.com;-;-;99;47;-;-;-
14/08/2015;14/08/2015;HÔTEL;2 étoiles;-;-;HÔTEL DU QUAI DE SEINE;3 passage de Flandre;75019;PARIS;140347688;reservation.hotelduquaideseine@bbox.fr;www.hotelduquaideseine.com;-;59;30;-;-;-
14/08/2015;14/08/2015;HÔTEL;4 étoiles;-;-;HÔTEL BACHAUMONT;20 rue Bachaumont;75002;PARIS;153408000;fabrice@laclegroup.com;http://www.hotelbachaumont.com/;-;110;49;-;-;-
14/08/2015;14/08/2015;HÔTEL;3 étoiles;-;-;HÔTEL ASTON;12 cité bergère;75009;PARIS;147705246;reservation@aston-hotel-paris.com;http://aston-hotel-paris.com;-;71;36;-;-;-
07/08/2015;07/08/2015;HÔTEL;4 étoiles;-;-;HÔTEL SUITE NOVOTEL PARIS LA CHAPELLE;1 impasse Marteau;75018;PARIS;149463939;H4983-GM@accor.com;http://www.accorhotels.com/fr/hotel-4983-suite-novotel-paris-porte-de-la-chapelle/index.shtml;-;632;187;-;-;-
07/08/2015;07/08/2015;HÔTEL;4 étoiles;-;-;HÔTEL MERCURE PARIS OPÉRA LOUVRE;95 rue de Richelieu;75002;PARIS;142974890;H1614-GM@accor.com;http://www.mercure.com/fr/hotel-1614-hotel-mercure-paris-opera-louvre/index.shtml;-;225;106;-;-;-
06/08/2015;06/08/2015;HÔTEL;4 étoiles;-;-;CITIZENM HÔTEL;7 Rue de Rome;93290;TREMBLAY-EN-FRANCE;01 78 90 26 53;pariscdgteam@citizenm.com;www.citizenm.com;-;460;230;-;-;-
06/08/2015;06/08/2015;HÔTEL;5 étoiles;-;-;HÔTEL RÉGINA;2 place des Pyramides;75001;PARIS;142603558;reservation@regina-hotel.com;http://www.leshotelsbaverez.com/fr/home/regina/;-;212;99;-;-;-
31/07/2015;31/07/2015;HÔTEL;4 étoiles;-;-;HÔTEL MERCURE PARIS MONTPARNASSE RASPAIL;207 boulevard Raspail;75014;PARIS;143206294;h0351-gm@accor.com;www.mercure.com;-;119;63;-;-;-
31/07/2015;31/07/2015;HÔTEL;5 étoiles;-;-;HÔTEL LANCASTER;7 rue de Berri;75008;PARIS;140764076;reservations@hotel-lancaster.fr;http://www.hotel-lancaster.fr;-;99;56;-;-;-
31/07/2015;31/07/2015;HÔTEL;4 étoiles;-;-;HÔTEL MERCURE PARIS GARE DE LYON;2 place Louis Armand;75012;PARIS;143448484;h2217@accor.com;http://www.mercure.com/;-;645;315;-;-;-
31/07/2015;31/07/2015;HÔTEL;4 étoiles;-;-;HÔTEL MERCURE PARIS MONTMARTRE;3 rue Caulaincourt;75018;PARIS;144697070;h0373-gm@accor.com;http://www.mercure.com;-;690;305;-;-;-
31/07/2015;31/07/2015;HÔTEL;3 étoiles;-;-;HÔTEL DU MONT DORE;19 rue du Mont Dore;75017;PARIS;145223641;montdore@club-internet.fr;http://www.hotel-dumontdore.com;-;45;25;-;-;-
31/07/2015;31/07/2015;HÔTEL;3 étoiles;-;-;PARC HÔTEL PARIS;60 RUE BEAUNIER;75014;PARIS;145407702;parchotel-75@wanadoo.fr;http://www.parc-hotel-paris.com;-;51;24;-;-;-
31/07/2015;31/07/2015;HÔTEL;2 étoiles;-;-;PHENIX HÔTEL;5 rue du Général LANREZAC;75017;PARIS;144090505;phenixhotel@orange.fr;http://hotelphenix.fr/;-;64;34;-;-;-
31/07/2015;31/07/2015;HÔTEL;4 étoiles;-;-;HÔTEL DUO PARIS;11 rue du temple;75004;PARIS;01 42 72 72 22 ;contact@duoparis.com;http://www.duo-paris.com/fr/;-;116;58;-;-;-
31/07/2015;31/07/2015;HÔTEL;3 étoiles;-;-;HÔTEL MONTPARNASSE SAINT-GERMAIN;19 rue du Départ;75014;PARIS;143206433;reservation@bghhotel.com;www.montparnasse-st-germain-hotel.com;-;63;28;-;-;-
31/07/2015;31/07/2015;HÔTEL;5 étoiles;-;-;HÔTEL JULIANA;10-12 RUE COGNACQ JAY;75007;PARIS;144057000;reservation@hoteljuliana.fr;http://hoteljuliana.paris/;-;80;40;-;-;-
31/07/2015;31/07/2015;HÔTEL;5 étoiles;-;-;HÔTELS LES BAINS;7 rue du bourg l'abbé;75003;PARIS;142770707;contact@lesbains-paris.com;https://www.lesbains-paris.com/;-;86;39;-;-;-
31/07/2015;31/07/2015;HÔTEL;4 étoiles;-;-;HÔTEL LES BULLES DE PARIS;32 Rue des écoles;75005;PARIS;146341290;info@lesbullesdeparis.com;www.lesbullesdeparis.com;-;99;44;-;-;-
31/07/2015;31/07/2015;HÔTEL;3 étoiles;-;-;GRAND HÔTEL MALHER;5 RUE MALHER;75004;PARIS;142726092;contact@grandhotelmalher.com;www.grandhotelmalher.com;-;55;28;-;-;-
31/07/2015;31/07/2015;HÔTEL;3 étoiles;-;-;HÔTEL JENNER ;10 Rue Jenner;75013;PARIS;01 45 84 30 17;hotel.jenner75@gmail.com;http://www.hoteljenner.com/;-;40;20;-;-;-
29/07/2015;29/07/2015;RÉSIDENCE DE TOURISME;2 étoiles;-;-;RÉSIDENCE SÉJOURS & AFFAIRES APPARTHÔTEL ATLANTIS;6 rue Christophe Colomb;91300;MASSY;153234402;paris.massy@sejours-affaires.com;www.sejours-affaires.com;-;142;-;-;66;-
28/07/2015;28/07/2015;HÔTEL;4 étoiles;-;-;HÔTEL MERCURE PARIS NOTRE DAME SAINT GERMAIN DES PRÉS;20 rue du sommerard;75005;PARIS;143544760;h9685@accor.com;http://www.accorhotels.com/fr/hotel-9685-hotel-mercure-paris-notre-dame-saint-germain-des-pres/index.shtml;-;90;47;-;-;-
28/07/2015;28/07/2015;HÔTEL;5 étoiles;-;-;HÔTEL LE BURGUNDY;6-8 rue Duphot;75001;PARIS;142603412;contact@leburgundy.com;http://www.leburgundy.com;-;118;59;-;-;-
28/07/2015;28/07/2015;HÔTEL;4 étoiles;-;-;HÔTEL ARVOR;8 rue Laferrière;75009;PARIS;148786092;info@hotelarvor.com;http://hotelarvor.com/;-;59;30;-;-;-
27/07/2015;27/07/2015;HÔTEL;3 étoiles;-;-;HÔTEL IBIS ÉTAMPES;14 RUE DU REMPART;91150;ÉTAMPES;169921650;H7285-GM@accor.com;http://www.ibishotel.com/fr/hotel-7285-ibis-etampes/index.shtml;-;138;67;-;-;-
27/07/2015;27/07/2015;HÔTEL;3 étoiles;-;-;HÔTEL AUBERGE DES TROIS MARCHES;15 Rue Jean Laurent;78110;LE VÉSINET;139761030;aubergedes3marches@yahoo.fr;http://www.auberge-des-3-marches.com/hotel-restaurant-paris-le-vesinet.html;-;32;15;-;-;-
27/07/2015;27/07/2015;HÔTEL;2 étoiles;-;-;HÔTEL LES NYMPHEAS;ROUTE NATIONALE 13;78270;CHAUFOUR-LÈS-BONNIÈRES;134760944;contact@hotelnympheas.com;www.hotelnympheas.fr;-;60;25;-;-;-
27/07/2015;27/07/2015;HÔTEL;3 étoiles;-;-;HÔTEL EDEN OPERA LE SANCY;35 rue Jean-Baptiste Pigalle;75009;PARIS;148741477;eden@gerhotel.fr;www.hotel-eden-opera.com;-;80;36;-;-;-
27/07/2015;27/07/2015;HÔTEL;3 étoiles;-;-;HÔTEL GRAMONT OPERA;22 rue de Gramont;75002;PARIS;142968590;hotel.gramont@wanadoo.fr;hotel-gramont-opera.com;-;61;25;-;-;-
27/07/2015;27/07/2015;HÔTEL;2 étoiles;-;-;HÔTEL B&B LIEUSAINT CARRÉ SENART;2 rue du Danemark;77127;LIEUSAINT;175061431;bb_4569@hotelbb.com;http://www.hotel-bb.com/fr/home.htm;-;154;77;-;-;-
22/07/2015;22/07/2015;HÔTEL;3 étoiles;-;-;BEST WESTERN HÔTEL FAUBOURG SAINT MARTIN;6 RUE GUSTAVE GOUBLIER;75010;PARIS;140400202;sandriner.stlazare@orange.fr;www.hotel-faubourg-saint-martin.com;-;85;42;-;-;-
03/07/2015;03/07/2015;HÔTEL;4 étoiles;-;-;HÔTEL TRYP FRANÇOIS;3 BOULEVARD MONTMARTRE;75002;PARIS;142335153;tryp.francois@melia.com;https://www.melia.com/en/hotels/france/paris/tryp-paris-opera-hotel/index.html;-;161;71;-;-;-
03/07/2015;03/07/2015;HÔTEL;5 étoiles;-;-;HÔTEL MAISON SOUQUET;10 RUE DE BRUXELLES;75009;PARIS;148785555;contact@maisonsouquet.com;www.maisonsouquet.com;-;40;20;-;-;-
03/07/2015;03/07/2015;HÔTEL;4 étoiles;-;-;HÔTEL RESTAURANT L'ESTURGEON;6 cours du 14 juillet;78300;POISSY;139650004;oliviergremillet@free.fr;www.lesturgeon.com;-;30;15;-;-;-
03/07/2015;03/07/2015;HÔTEL;4 étoiles;-;-;HÔTEL BEST WESTERN SÈVRES MONTPARNASSE;153 rue de vaugirard;75015;PARIS;147345675;contact@hotel-sevres-montparnasse.com;http://www.hotel-sevres-montparnasse.com;-;54;29;-;-;-
03/07/2015;03/07/2015;HÔTEL;3 étoiles;-;-;HÔTEL PALAIS DE CHAILLOT;35 avenue Raymond Poincaré;75116;PARIS;453700909;info@hotelpalaisdechaillot.com;http://www.hotelpalaisdechaillot.com;-;54;31;-;-;-
25/06/2015;25/06/2015;HÔTEL;3 étoiles;-;-;VACANCES BLEUES HÔTELS VILLA MODIGLIANI;13 Rue Delambre;75014;PARIS;156542000;modigliani@vacancesbleues.com;http://www.villa-modigliani.fr/;-;225;101;-;-;-
23/06/2015;23/06/2015;HÔTEL;4 étoiles;-;-;HÔTEL DU LAC;89 rue du Général De Gaulle;95880;ENGHIEN-LES-BAINS;139341100;hoteldulac@lucienbarriere.com;http://www.lucienbarriere.com/accueil.html;-;290;141;-;-;-
22/06/2015;22/06/2015;HÔTEL;4 étoiles;-;-;HÔTEL PENTAHOTEL PARIS CDG;12 Allée du Verger;95700;ROISSY-EN-FRANCE;130182100;resrevations.paris.cdg@pentahotels.com;www.pentahotels.com;-;360;186;-;-;-
22/06/2015;22/06/2015;HÔTEL;4 étoiles;-;-;HÔTEL SAINT PAUL;43 rue Monsieur Le Prince;75006;PARIS;143269864;contact@hotelsaintpaulparis.com;www.hotelsaintpaulparis.com;-;63;31;-;-;-
17/06/2015;17/06/2015;HÔTEL;3 étoiles;-;-;HÔTEL BEAUMARCHAIS;3 RUE OBERKAMPF;75011;PARIS;153368686;reservation@hotelbeaumarchais.com;www.hotelbeaumarchais.com;-;59;31;-;-;-
16/06/2015;16/06/2015;HÔTEL;3 étoiles;-;-;HÔTEL LE MONTMARTRE SAINT-PIERRE;10 rue de Clignancourt ;75018;PARIS;142234800;contact@hotel-lemontmartre.com;www.hotel-lemontmartre.com;-;93;48;-;-;-
10/06/2015;10/06/2015;HÔTEL;3 étoiles;-;-;HÔTEL STELLA;20 avenue Carnot;75017;PARIS;143808450;reception@hotelstella.com;http://www.hotelstella.com;-;65;35;-;-;-
08/06/2015;08/06/2015;CAMPING;2 étoiles;Tourisme;-;CAMPING LE BOIS D'ÉMERAUDE;5906 route de saint martin des champs;77320;LA FERTÉ-GAUCHER;01 64 04 74 72;diremeraude@tohapi.fr;http://www.tohapi.fr/;-;-;-;182;-;-
05/06/2015;05/06/2015;HÔTEL;3 étoiles;-;-;HÔTEL MIRIFIC;119 Avenue de Clichy;75017;PARIS;146272804;mirific@paris17hotel.com;www.hotelmirificparis.com;-;146;65;-;-;-
05/06/2015;05/06/2015;HÔTEL;3 étoiles;-;-;COMFORT HÔTEL DAVOUT NATION;110 rue des Orteaux;75020;PARIS;140092828;comfort-davout@wanadoo.fr;http://www.comfort-davout.com/;-;117;63;-;-;-
02/06/2015;02/06/2015;HÔTEL;3 étoiles;-;-;HÔTEL HENRIETTE;9 rue des Gobelins;75013;PARIS;147072690;hello@hotelhenriette.com;www.hotelhenriette.com;-;63;32;-;-;-
01/06/2015;01/06/2015;HÔTEL;2 étoiles;-;-;HÔTEL LE PETIT CHATEAU;17 RUE SAVIER;92240;MALAKOFF;142535763;hotel.lepetitchateau@yahoo.fr;http://www.hotel-lepetitchateau-malakoff.fr/;-;20;10;-;-;-
01/06/2015;01/06/2015;HÔTEL;2 étoiles;-;-;HÔTEL B&B CHEVILLY MARCHE INTERNATIONAL;3 rue Jean Ferrat ZAC Petit Leroy;94550;CHEVILLY-LARUE;892701890;bb_4566@hotelbb.com;http://www.hotel-bb.com/fr/home.htm;-;178;83;-;-;-
28/05/2015;28/05/2015;HÔTEL;3 étoiles;-;-;HÔTEL JOKE;69 RUE BLANCHE;75009;PARIS;140407171;hotel.joke@astotel.com;www.astotel.com;-;83;44;-;-;-
27/05/2015;27/05/2015;HÔTEL;3 étoiles;-;-;HÔTEL EXCELSIOR OPÉRA;5 RUE LA FAYETTE;75009;PARIS;148749930;f.derossi@excelsior-opera.com;http://www.excelsior-opera.com;-;105;52;-;-;-
22/05/2015;22/05/2015;HÔTEL;3 étoiles;-;-;HÔTEL LOUVRE RICHELIEU;51 rue de Richelieu;75001;PARIS;142974620;info@louvre-richelieu.com;www.louvre-richelieu.com;-;30;13;-;-;-
22/05/2015;22/05/2015;HÔTEL;3 étoiles;-;-;HÔTEL DE LA MOTTE PICQUET;30 avenue de la Motte Picquet;75007;PARIS;147050957;book@hotelmottepicquetparis.com;http://www.hotelmottepicquetparis.com;-;37;16;-;-;-
22/05/2015;22/05/2015;HÔTEL;4 étoiles;-;-;HÔTEL MERCURE PARIS GARE MONTPARNASSE;20 rue de la Gaité;75014;PARIS;143357815;h0905-gm@accor.com;http://www.mercure.com/fr/hotel-0905-hotel-mercure-paris-gare-montparnasse/location.shtml;-;370;185;-;-;-
22/05/2015;22/05/2015;HÔTEL;3 étoiles;-;-;HÔTEL LE MEDITEL;28 boulevard Pasteur;75015;PARIS;145670877;reception@lemeditel.cvom;www.lemeditel.com;-;100;49;-;-;-
22/05/2015;22/05/2015;HÔTEL;3 étoiles;-;-;HÔTEL CHATILLON MONTPARNASSE;11 SQUARE DE CHATILLON;75014;PARIS;145423117;reservation@hotelchatillon.fr;www.hotelchatillon.fr;-;64;31;-;-;-
22/05/2015;22/05/2015;CAMPING;3 étoiles;Tourisme;-;CAMPING DES ÉTANGS FLEURIS;route de la couture;77131;TOUQUIN;164041636;contact@etangs-fleuris.com;www.etangsfleuris.com;-;-;-;224;-;-
21/05/2015;21/05/2015;HÔTEL;2 étoiles;-;-;HÔTEL NOVEX ;8 rue Caillaux;75013;PARIS;144242200;hotelnovex@wanadoo.fr;-;-;45;26;-;-;-
21/05/2015;21/05/2015;RÉSIDENCE DE TOURISME;4 étoiles;-;-;RÉSIDENCE APPART CITY;3 Avenue Morane-Saulnier;78140;VÉLIZY-VILLACOUBL;130703010;velizy@appartcity.com;http://www.appartcity.com;-;415;-;-;159;-
21/05/2015;21/05/2015;HÔTEL;3 étoiles;-;-;COMFORT VIRY CHATILLON ;21 rue octave longuet;91170;VIRY-CHÂTILLON;169442121;comfort-viry@wanadoo.fr;http://www.hotel-viry-chatillon.com;-;90;38;-;-;-
11/05/2015;11/05/2015;HÔTEL;3 étoiles;-;-;HÔTEL PAVILLON OPÉRA LAFAYETTE ;23 rue de la tour d'Auvergne;75009;PARIS;01 48 78 73 98;pavillon.opera@wanadoo.fr;http://parishotelpavillonopera.com/;-;59;33;-;-;-
11/05/2015;11/05/2015;HÔTEL;2 étoiles;-;-;VINTIMILLE HÔTEL;5 rue de Vintimille;75009;PARIS;148749320;vintimillehotel@wanadoo.fr;-;-;80;40;-;-;-
11/05/2015;11/05/2015;HÔTEL;2 étoiles;-;-;HÔTEL NADAUD;8 rue de la Bidassoa;75020;PARIS;146368779;nadaudhotel@hotmail.fr;www.nadaud-hotel.com;-;52;26;-;-;-
11/05/2015;11/05/2015;HÔTEL;4 étoiles;-;-;HÔTEL BAUME;7 rue Casimir Delavigne;75006;PARIS;153102850;reservation@hotelbaume.com;http://www.baume-hotel-paris.com/fr/;-;77;35;-;-;-
11/05/2015;11/05/2015;HÔTEL;5 étoiles;-;-;LA RÉSERVE PARIS ;42 Avenue Gabriel ;75008;PARIS;158366000;reservations@lareserve-paris.com;http://www.lareserve-paris.com/fr/;-;80;40;-;-;-
07/05/2015;07/05/2015;HÔTEL;4 étoiles;-;-;HÔTEL MERCURE PARIS PORTE DE VERSAILLES VAUGIRARD;69 boulevard Victor;75015;PARIS;144190303;loic.lastapis@accor.com;http://www.accorhotels.com/fr/hotel-1131-hotel-mercure-paris-vaugirard-porte-de-versailles/index.shtml;-;256;91;-;-;-
07/05/2015;07/05/2015;HÔTEL;5 étoiles;-;-;HÔTEL LE BRISTOL;112 rue du Faubourg Saint-Honoré;75008;PARIS;153434300;reservation@lebristolparis.com;http://www.lebristolparis.com;-;378;188;-;-;-
05/05/2015;05/05/2015;HÔTEL;3 étoiles;-;-;HÔTEL GRIL GENNEVILLIERS PORT;41 route principale du port;92230;GENNEVILLIERS;140850087;gennevilliers.port@campanile.fr;http://www.campanile.com/fr;-;102;51;-;-;-
05/05/2015;05/05/2015;HÔTEL;5 étoiles;-;-;HÔTEL INTERCONTINENTAL PARIS AVENUE MARCEAU;64 avenue Marceau;75008;PARIS;144433636;reservations@ic-marceau.com;http://www.ic-marceau.com;-;112;56;-;-;-
05/05/2015;05/05/2015;HÔTEL;5 étoiles;-;-;HÔTEL SCRIBE;1 rue Scribe;75009;PARIS;144712414;h0663@sofitel.com;http://www.hotel-scribe.com/fr;-;446;213;-;-;-
29/04/2015;29/04/2015;HÔTEL;4 étoiles;-;-;HÔTEL BEST WESTERN NOUVEL ORLÉANS ;25 AVENUE DU général leclerc;75014;PARIS;143278020;nouvelorelans@aol.com;http://www.paris-hotel-nouvelorleans.com;-;98;42;-;-;-
24/04/2015;24/04/2015;HÔTEL;3 étoiles;-;-;HÔTEL L'ANTOINE;10/12 RUE DE CHARONNE ;75011;PARIS;155283011;contact@hotelantoineparis.com;www.hotelantoineparis.com;-;76;38;-;-;-
17/04/2015;17/04/2015;HÔTEL;4 étoiles;-;-;HÔTEL RELAIS MADELEINE;11 BIS RUE GODOT DE MAUROY;75009;PARIS;147422240;contact@relaismadeleine.fr;http://www.relaismadeleine.fr;-;47;23;-;-;-
17/04/2015;17/04/2015;HÔTEL;4 étoiles;-;-;HÔTEL MERCURE ROISSY CDG;3 allée du Verger;95700;ROISSY-EN-FRANCE;134294000;h1245-gm@accor.com;http://www.mercure.com;-;404;202;-;-;-
